Culture,Saison,Mois_Debut,Mois_Fin,Jour,Temperature_Air_°C,Temperature_Sol_°C,Humidite_Air_%,Humidite_Sol_%,Capteur_Humidite_Sol_ADC,Seuil_Sol_Sec_%,Seuil_Sol_Humide_%,Etat_Sol,Pompe_Active,Decision_Irrigation,Recommandation_Irrigation,Justification,Besoin_Eau_mm_jour,Duree_Pompage_min,Frequence_Irrigation_jour
Tomate,Automne,9,11,22,18.1,15.2,89.7,78.8,866,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 78.8% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,23,13.8,12.6,85.5,74.0,1066,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 74.0% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,24,14.2,11.4,72.2,72.3,1133,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 72.3% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,25,10.1,8.2,71.1,63.0,1516,70,85,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.0% < 70%) - Activation irrigation requise,3.5,15,3
Tomate,Automne,9,11,26,11.2,8.9,84.9,74.6,1040,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 74.6% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,27,19.6,17.9,75.7,81.7,748,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 81.7% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,28,12.2,9.3,70.2,84.2,645,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 84.2% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,29,10.4,7.6,80.6,84.8,621,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 84.8% ≤ 85%) - Pas d'irrigation,3.5,15,3
Tomate,Automne,9,11,30,10.7,8.6,89.4,73.1,1102,70,85,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (70% ≤ 73.1% ≤ 85%) - Pas d'irrigation,3.5,15,3
Menthe,Hiver,12,2,1,12.4,10.0,79.1,75.7,995,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 75.7% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,2,12.1,9.3,70.9,67.0,1350,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (67.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,3,14.7,11.9,79.1,75.5,1003,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 75.5% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,4,9.9,8.6,79.3,68.8,1276,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,5,12.1,10.9,89.5,84.7,628,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 84.7% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,6,12.9,10.8,76.2,80.3,804,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 80.3% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,7,12.8,11.5,88.2,80.6,795,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 80.6% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,8,14.6,12.2,82.3,70.5,1209,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,9,14.5,11.8,70.9,60.7,1611,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (60.7% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,10,10.6,8.0,89.7,63.8,1484,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,11,12.2,10.4,89.4,81.1,775,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 81.1% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,12,13.9,11.9,78.3,66.8,1358,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,13,8.4,5.7,86.3,85.0,614,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 85.0% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,14,15.0,12.9,85.4,83.6,670,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 83.6% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,15,13.9,12.5,79.0,63.2,1505,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,16,14.7,12.5,74.6,76.8,950,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 76.8% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,17,12.3,10.6,72.3,76.8,950,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 76.8% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,18,11.6,9.1,80.4,81.3,765,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 81.3% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,19,11.9,9.7,87.5,70.1,1224,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.1% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,20,8.9,7.9,85.1,75.5,1002,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 75.5% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,21,12.9,11.5,72.7,60.4,1623,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (60.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,22,10.5,8.3,77.8,70.9,1190,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.9% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,23,14.3,12.6,80.3,79.6,835,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 79.6% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,24,10.8,8.5,87.2,83.7,665,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 83.7% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,25,9.0,6.2,79.8,66.5,1373,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,26,11.2,8.3,79.9,68.2,1301,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,27,12.4,11.0,71.5,63.2,1506,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,28,8.9,7.6,72.8,76.0,981,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 76.0% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Hiver,12,2,29,9.3,7.6,87.9,71.8,1152,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (71.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Hiver,12,2,30,12.7,11.3,73.8,61.0,1596,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,1,13.7,12.1,63.5,52.2,1956,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (52.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,2,13.2,11.3,64.1,59.1,1674,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (59.1% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,3,17.0,14.7,60.8,70.0,1229,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,4,18.3,17.1,77.5,73.0,1104,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (73.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,5,12.6,11.1,76.1,68.7,1281,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.7% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,6,13.8,12.4,67.4,62.1,1551,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.1% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,7,18.2,16.4,69.3,68.7,1282,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.7% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,8,12.4,10.9,74.3,72.4,1131,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (72.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,9,17.1,15.1,62.1,61.2,1589,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,10,17.3,15.8,65.4,59.4,1661,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (59.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,11,12.2,10.6,64.2,58.2,1712,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (58.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,12,13.2,10.4,71.9,67.0,1352,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (67.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,13,19.9,17.9,61.7,63.4,1497,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,14,17.9,15.4,68.6,53.2,1916,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (53.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,15,14.8,13.1,72.9,64.3,1463,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (64.3% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,16,15.6,12.6,72.1,55.9,1804,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (55.9% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,17,13.0,11.7,64.9,54.0,1883,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,18,13.9,12.3,63.5,72.4,1129,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (72.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,19,12.8,10.8,68.2,74.6,1041,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (74.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,20,13.1,11.3,79.4,71.6,1161,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (71.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,21,20.2,18.7,63.4,66.7,1362,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.7% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,22,21.3,19.2,71.4,57.0,1760,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (57.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,23,19.7,18.3,66.5,60.6,1611,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (60.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,24,17.1,15.6,62.3,65.3,1422,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (65.3% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,25,14.9,12.7,63.1,62.0,1554,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,26,17.3,16.2,66.7,53.4,1909,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (53.4% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,27,12.6,9.7,66.4,70.2,1218,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (70.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,28,14.5,12.2,75.2,64.9,1437,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (64.9% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,29,16.7,14.9,67.0,73.2,1095,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (73.2% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Printemps,3,5,30,20.3,17.4,62.5,68.3,1299,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (68.3% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Été,6,8,1,34.2,32.8,42.0,57.2,1751,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (57.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,2,29.5,26.8,44.2,58.9,1684,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (58.9% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,3,24.6,23.3,44.9,59.4,1661,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (59.4% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,4,30.6,28.6,50.8,61.3,1584,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.3% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,5,27.1,24.5,53.2,46.3,2198,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (46.3% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,6,28.0,26.4,62.4,50.1,2044,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (50.1% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,7,25.0,22.2,51.5,51.3,1993,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (51.3% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,8,33.8,31.5,43.5,63.2,1507,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,9,30.2,28.5,44.2,58.8,1686,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (58.8% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,10,30.1,28.0,66.8,58.7,1692,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (58.7% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,11,24.0,22.3,47.5,57.3,1747,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (57.3% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,12,22.4,20.3,62.9,61.3,1584,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.3% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,13,26.4,23.8,43.3,60.4,1621,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (60.4% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,14,23.7,21.9,63.9,39.5,2477,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (39.5% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,15,25.0,22.5,61.6,54.2,1874,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,16,31.0,28.9,47.6,45.4,2237,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (45.4% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,17,24.4,21.5,57.5,47.0,2169,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (47.0% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,18,28.0,25.1,44.6,52.6,1941,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (52.6% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,19,28.6,26.4,40.5,61.2,1590,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,20,34.1,32.0,60.9,62.7,1528,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.7% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,21,31.2,29.9,57.3,53.2,1916,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (53.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,22,27.5,25.0,68.0,62.8,1524,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.8% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,23,27.9,26.6,69.5,60.2,1631,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (60.2% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,24,23.6,20.8,66.1,50.6,2024,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (50.6% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,25,29.7,27.9,41.6,45.1,2249,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (45.1% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,26,32.4,31.4,50.0,46.9,2172,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (46.9% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,27,29.0,26.1,50.4,45.4,2235,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (45.4% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,28,31.6,29.7,46.7,48.6,2105,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (48.6% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,29,23.8,22.5,55.0,47.6,2147,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (47.6% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Été,6,8,30,33.9,32.2,57.4,54.0,1885,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (54.0% < 75%) - Activation irrigation requise,5.0,20,2
Menthe,Automne,9,11,1,10.1,7.8,73.6,84.0,654,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 84.0% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,2,11.5,9.7,71.7,84.9,617,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 84.9% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,3,15.0,12.8,71.3,78.7,870,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 78.7% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,4,12.1,9.3,74.1,64.8,1442,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (64.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,5,10.4,8.4,81.3,61.6,1570,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (61.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,6,17.8,15.8,80.5,71.0,1186,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (71.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,7,14.0,11.9,73.1,64.5,1451,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (64.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,8,18.6,15.7,77.5,66.8,1360,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.8% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,9,16.4,14.6,70.5,63.9,1478,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (63.9% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,10,17.2,14.8,70.5,65.5,1410,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (65.5% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,11,12.3,10.0,70.4,62.6,1531,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (62.6% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,12,18.0,16.6,83.1,66.0,1394,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (66.0% < 75%) - Activation irrigation requise,3.0,12,3
Menthe,Automne,9,11,13,11.0,9.5,84.4,81.4,761,75,90,Optimal,0,لا - لا حاجة للسقي,NON - Sol optimal / لا - التربة مثالية,Humidité optimale (75% ≤ 81.4% ≤ 90%) - Pas d'irrigation,3.0,12,3
Menthe,Automne,9,11,14,18.3,16.5,83.4,65.1,1428,75,90,Sec,1,نعم - يجب السقي,OUI - Irrigation NÉCESSAIRE / نعم - الري ضروري,Sol sec (65.1% < 75%) - Activation irrigation requise,3.0,12,3
